??,??,??????????,?????????????,????????????,?????????,?????????,????????,?????????,???????,????,???????,??????,??????,????
??,????,??,???????,122360,???,???,???,2022-09-15,07,???????????????????,??????,40??,???,????
??,????,??,???????,122360,???,???,???,2022-12-12,22,??????,??????,10??,???,????
??,????,??,???????,122360,???,???,???,??,??,??????,??????,10??,???,????
??,????,??,???????,122360,???,???,??,2022-08-12,17,???,??????,70???,???,????
??,????,??,????,123498,???,???,???,2022-08-19,11,???,??????,10??,???,????
??,????,??,?????,122360,???,???,??,2022-01-22,11,?????,???,10??,???,????
??,????,??,?????,122360,???,???,??,2022-04-09,07,??????,??????,50??,???,????
??,????,??,?????,122360,???,???,??,2022-09-10,06,??????,??????,10??,???,????
??,????,??,????,123421,???,???,?,2022-07-04,07,??????,??????,10??,???,????
??,????,??,??????,123471,???,???,??,2022-02-09,19,???????????????????,??????,20??,???,????
??,????,??,????,122025,???,???,??????,2022-07-31,12,???,???,20??,???,????
??,????,??,????,122025,???,???,?????,2022-03-06,18,???,???,70???,???,????
??,????,??,?????,122025,???,???,??????,2022-08-26,17,??????,??????,10??,???,????
??,????,??,?????,122025,???,???,??????,2022-05-10,21,???????????????????,??????,50??,???,????
??,????,??,?????,122025,???,???,??????,2022-11-11,07,???,???,50??,???,????
??,????,??,?????,122025,???,???,???,2022-12-24,11,???,???,10??,???,????
??,????,??,??????,122025,???,???,???,2021-12-29,10,???,???,20??,???,????
??,????,??,??????,122025,???,???,???,2022-01-24,12,??????,??????,20??,???,????
??,????,??,??????,122025,???,???,???,2022-04-16,08,??????,??????,30??,???,????
??,????,??,??????,122025,???,???,???,2022-05-02,09,??????,??????,10??,???,????
??,????,??,??????,122025,???,???,???,2022-06-13,19,???,???,20??,???,????
??,????,??,??????,122025,???,???,???,2022-06-23,06,??????,??????,10??,???,????
??,????,??,??????,122025,???,???,???,2022-06-30,09,??????,??????,70???,???,????
??,????,??,??????,122025,???,???,???,2022-08-25,10,??????,??????,20??,???,????
??,????,??,??????,122025,???,???,???,2022-09-07,04,??????,??????,30??,???,????
??,????,??,??????,122025,???,???,???,2022-09-07,07,??????,??????,10??,???,????
??,????,??,??????,122025,???,???,???,2022-10-24,08,??????,??????,10??,???,????
??,????,??,??????,122025,???,???,???,2022-10-29,09,??????,??????,10??,???,????
??,????,??,??????,122025,???,???,???,2022-10-31,06,??????,??????,10??,???,????
??,????,??,??????,122025,???,???,???,2022-11-03,14,??????,??????,20??,???,????
??,????,??,??????,122025,???,???,???,2022-12-21,07,??????,??????,20??,???,????
??,????,?,?????,122157,???,??,??,2021-12-27,17,???,???,70???,???,????
??,????,?,?????,122157,???,??,??,2022-12-06,16,?????,??????,10??,???,????
??,????,?,?????,122157,???,??,???,2022-11-04,16,?????,???,70???,???,????
??,????,?,??????,122157,???,??,??,??,??,??????,??????,70???,???,????
??,????,?,??????,122157,???,??,?,2022-01-29,19,???????????????????,???,10??,???,????
??,????,?,??????,122157,???,??,?,2022-03-16,16,???,??????,10??,???,????
??,????,?,??????,122157,???,??,?,2022-05-05,10,???,??????,10??,???,????
??,????,?,??????,122157,???,??,?,2022-05-07,14,??????,??????,20??,???,????
??,????,?,??????,122157,???,??,?,2022-05-22,14,??????,??????,10??,???,????
??,????,?,??????,122157,???,??,?,2022-05-25,06,??????,??????,30??,???,????
??,????,?,??????,122157,???,??,?,2022-06-26,07,??????,??????,10??,???,????
??,????,?,??????,122157,???,??,?,2022-07-09,13,??????,??????,10??,???,????
??,????,?,??????,122157,???,??,?,2022-10-11,11,???????????????????,???,40??,???,????
??,????,?,??????,122157,???,??,?,2022-11-10,09,???,???,10??,???,????
??,????,?,??????,122157,???,??,?,2022-12-09,07,??????,??????,10??,???,????
??,????,?,??????,122157,???,??,?,2022-12-16,08,??????,??????,20??,???,????
??,????,?,????,122157,???,??,?,2022-01-08,14,???,??????,10??,???,????
??,????,?,????,122157,???,??,?,2022-04-01,14,???,??????,10??,???,????
??,????,?,????,122157,???,??,?,2022-05-02,09,???,??????,70???,???,????
??,????,?,????,122157,???,??,?,2022-05-05,12,???,??????,10??,???,????
??,????,?,????,122157,???,??,?,2022-10-23,20,???,??????,30??,???,????
??,????,?,????,122157,???,??,?,2022-05-15,18,???,???,10??,???,????
??,????,?,????,122157,???,??,?,2022-06-01,19,???,???,30??,???,????
??,????,?,????,122157,???,??,?,2022-09-11,23,???,???,40??,???,????
??,????,?,????,122157,???,??,?,2022-09-13,16,???,??????,20??,???,????
??,????,?,????,122157,???,??,?,2021-12-30,13,???,???,20??,???,????
??,????,?,????,122157,???,??,?,2022-04-18,07,??????,??????,10??,???,????
??,????,?,????,122157,???,??,?,2022-05-02,12,???????????????????,??????,30??,???,????
??,????,?,????,122157,???,??,?,2022-05-04,06,??????,??????,10??,???,????
??,????,?,????,122157,???,??,?,2022-05-06,08,???????????????????,???,30??,???,????
??,????,?,????,122157,???,??,?,2022-05-09,17,???,???,10??,???,????
??,????,?,????,122157,???,??,?,2022-05-12,09,??????,??????,10??,???,????
??,????,?,????,122157,???,??,?,2022-05-13,07,??????,??????,10??,???,????
??,????,?,????,122157,???,??,?,2022-05-15,09,??????,??????,10??,???,????
??,????,?,????,122157,???,??,?,2022-05-31,07,???,???,10??,???,????
??,????,?,????,122157,???,??,?,2022-06-23,07,??????,??????,10??,???,????
??,????,?,????,122157,???,??,?,2022-07-30,09,??????,??????,10??,???,????
??,????,?,????,122157,???,??,?,2022-08-10,12,??????,??????,10??,???,????
??,????,?,????,122157,???,??,?,2022-08-13,06,??????,??????,10??,???,????
??,????,?,????,122157,???,??,?,2022-09-10,07,??????,??????,10??,???,????
??,????,?,????,122157,???,??,?,2022-12-26,07,??????,??????,10??,???,????
??,????,?,????,122157,???,??,?,??,??,??????,??????,10??,???,????
??,????,?,????,122157,???,??,??,2022-05-12,07,??????,??????,10??,???,????
??,????,?,????,122157,???,??,??,2022-02-27,10,?????,???,50??,???,????
??,????,?,????,122157,???,??,??,2022-06-10,09,?????,???,30??,???,????
??,????,?,?????,122157,???,??,??,2022-04-09,14,??????,??????,10??,???,????
??,????,?,?????,122157,???,??,??,2022-04-25,07,??????,??????,10??,???,????
??,????,?,?????,122157,???,??,??,2022-05-04,17,???????????????????,??????,50??,???,????
??,????,?,?????,122157,???,??,??,2022-05-09,07,??????,??????,10??,???,????
??,????,?,?????,122157,???,??,??,2022-06-28,07,??????,??????,10??,???,????
??,????,?,?????,122157,???,??,??,2022-10-07,07,??????,??????,10??,???,????
??,????,?,?????,122157,???,??,??,2022-11-12,07,??????,??????,10??,???,????
??,????,?,?????,122157,???,??,??,2022-03-07,08,???,??????,10??,???,????
??,????,??,?????,122351,???,???,??,2022-08-07,07,?????,???,40??,???,????
??,????,??,????,122351,???,???,??,2022-10-16,06,??????,??????,10??,???,????
??,????,??,????,122351,???,???,?????,2021-10-10,19,?????,??????,50??,???,????
??,????,??,????,122351,???,???,?????,2022-05-14,13,???,???,20??,???,????
??,????,??,????,122351,???,???,?????,2022-06-04,15,???,??????,10??,???,????
??,????,??,????,122351,???,???,?????,2022-11-18,18,?????,???,70???,???,????
??,????,??,?????,122351,???,???,??,2022-11-16,07,??????,??????,10??,???,????
??,????,??,?????,122351,???,???,??,2022-12-15,07,??????,??????,10??,???,????
??,????,??,?????,122351,???,???,??,2022-12-21,07,??????,??????,10??,???,????
??,????,??,?????,124109,???,????,??,2022-08-30,18,???,???,40??,???,????
??,????,??,?????,122378,???,???,??????,2022-07-29,08,??????,??????,10??,???,????
??,????,??,????,124109,???,????,??,2022-09-12,08,???,??????,10??,???,????
??,????,??,????,124109,???,????,??,2021-12-27,15,???????????????????,??????,65-69?,???,????
??,????,??,????,124109,???,????,??,2022-03-03,12,???,???,10??,???,????
??,????,??,????,124109,???,????,??,2022-06-26,20,???,??????,40??,???,????
??,????,??,????,124109,???,????,??,2022-08-01,15,??????,??????,10??,???,????
??,????,??,????,124109,???,????,??,2022-08-25,13,??????????,??????,10??,???,????
??,????,??,????,124109,???,????,??,2022-09-28,11,???,??????,10??,???,????
??,????,??,????,124109,???,????,??,2022-11-28,06,??????,??????,10??,???,????
??,????,??,?????,122378,???,???,??,2022-07-07,17,?????,??????,10??,???,????
??,????,??,?????,122378,???,???,??,2022-07-08,17,?????,??????,40??,???,????
??,????,??,????,122378,???,???,??,2022-08-17,07,??????,??????,10??,???,????
??,????,??,????,122378,???,???,??,2022-12-02,07,??????,??????,10??,???,????
??,????,??,????,122378,???,???,??,2022-04-22,15,???,??????,10??,???,????
??,????,??,????,122378,???,???,??,2022-06-24,20,???,??????,10??,???,????
??,????,??,????,122378,???,???,??,2022-07-14,17,???,??????,10??,???,????
??,????,??,????,122378,???,???,??,2022-08-13,08,??????,??????,20??,???,????
??,????,??,????,122378,???,???,??,2022-08-19,17,??????,??????,10??,???,????
??,????,??,????,122378,???,???,??,2022-11-18,16,??????,??????,10??,???,????
??,????,??,????,122378,???,???,??,2022-07-28,15,???,??????,10??,???,????
??,????,??,????,122378,???,???,??,2022-11-19,10,??????,??????,10??,???,????
??,????,??,????,124095,???,???,????,2022-01-09,16,??????,??????,30??,???,????
??,????,??,????,124095,???,???,????,2022-05-26,06,???,??????,10??,???,????
??,????,??,????,124095,???,???,???,2022-01-09,10,??????????,??????,10??,???,????
??,????,??,????,124095,???,???,???,2022-04-22,19,???????????????????,??????,10??,???,????
??,????,??,??????,122378,???,???,???,2022-08-01,19,?????,???,70???,???,????
??,????,??,??????,122378,???,???,???,2022-11-21,18,?????,???,10??,???,????
??,????,??,????,122394,???,?????,??,2022-05-25,07,???,??????,10??,???,????
??,????,??,????,122394,???,?????,??,2022-07-20,07,???,??????,10??,???,????
??,????,??,????,122394,???,?????,??,2022-09-09,07,??????,??????,10??,???,????
??,????,??,????,122394,???,?????,???????,2022-01-20,20,??????,??????,65-69?,???,????
??,????,??,????,122394,???,?????,???????,2022-08-28,09,?????,??????,10??,???,????
??,????,??,????,122394,???,?????,???????,2022-09-01,06,?????,???,20??,???,????
??,????,??,?????,122131,???,???,??,2022-01-11,07,??????,??????,10??,???,????
??,????,??,?????,122131,???,???,??,2022-02-16,05,??????,??????,10??,???,????
??,????,??,?????,122131,???,???,??,2022-03-10,12,?????,??????,10??,???,????
??,????,??,?????,122131,???,???,??,2022-05-24,07,??????,??????,10??,???,????
??,????,??,?????,122131,???,???,??,2022-09-27,07,??????,??????,10??,???,????
??,????,??,??????,122394,???,?????,???????,2022-03-16,21,???????????????????,???,20??,???,????
??,????,??,??????,122394,???,?????,???????,2022-06-13,20,???,??????,65-69?,???,????
??,????,??,??????,122394,???,?????,???????,2022-12-08,23,?????,???,30??,???,????
??,????,??,?????,122131,???,???,??,2022-09-16,18,???????????????????,???,10??,???,????
??,????,??,??????,122131,???,???,???,2022-12-04,21,???????????????????,??????,20??,???,????
??,????,??,??????,122131,???,???,??,2022-10-05,18,?????,??????,30??,???,????
??,????,??,??????,122131,???,???,??,2022-10-16,18,???,??????,10??,???,????
??,????,??,??????,122131,???,???,??,2022-06-15,08,???,??????,10??,???,????
??,????,??,??????,122131,???,???,??,2022-01-10,18,???????????????????,???,10??,???,????
??,????,??,??????,122131,???,???,??,2022-02-01,16,???,??????,10??,???,????
??,????,??,??????,122131,???,???,??,2022-02-25,22,???,??????,20??,???,????
??,????,??,??????,122131,???,???,??,2022-04-22,09,??????,??????,10??,???,????
??,????,??,??????,122131,???,???,??,2022-08-10,11,???,??????,10??,???,????
??,????,??,??????,122131,???,???,??,2022-09-26,08,???,??????,10??,???,????
??,????,??,??????,122131,???,???,?????,2022-05-23,08,???????????????????,???,40??,???,????
??,????,??,??????,122131,???,???,?????,2022-09-01,17,?????,??????,40??,???,????
??,????,??,??????,122131,???,???,?????,2022-10-21,17,???????????????????,??????,10??,???,????
??,????,??,??????,122131,???,???,?????,2022-10-21,21,???????????????????,??????,10??,???,????
??,????,??,??????,122131,???,???,??,2021-12-24,18,??????,??????,20??,???,????
??,????,??,??????,122131,???,???,??,2021-12-27,15,??????,??????,10??,???,????
??,????,??,??????,122131,???,???,??,2022-01-12,09,??????,??????,10??,???,????
??,????,??,??????,122131,???,???,??,2022-02-18,07,??????,??????,10??,???,????
??,????,??,??????,122131,???,???,??,2022-04-06,06,??????,??????,10??,???,????
??,????,??,??????,122131,???,???,??,2022-04-11,08,??????,??????,10??,???,????
??,????,??,??????,122131,???,???,??,2022-04-13,16,??????,??????,10??,???,????
??,????,??,??????,122131,???,???,??,2022-04-15,07,??????,??????,20??,???,????
??,????,??,??????,122131,???,???,??,2022-05-26,07,???,??????,10??,???,????
??,????,??,??????,122131,???,???,??,2022-05-28,08,???,??????,20??,???,????
??,????,??,??????,122131,???,???,??,2022-06-22,22,???,??????,10??,???,????
??,????,??,??????,122131,???,???,??,2022-07-02,08,???,??????,20??,???,????
??,????,??,??????,122131,???,???,??,2022-07-03,07,???,??????,10??,???,????
??,????,??,??????,122131,???,???,??,2022-07-26,05,???,??????,20??,???,????
??,????,??,??????,122131,???,???,??,2022-07-28,07,???,??????,10??,???,????
??,????,??,??????,122131,???,???,??,2022-08-03,08,???,??????,10??,???,????
??,????,??,??????,122131,???,???,??,2022-08-06,15,??????,??????,10??,???,????
??,????,??,??????,122131,???,???,??,2022-09-03,06,???,??????,50??,???,????
??,????,??,??????,122131,???,???,??,2022-09-06,09,??????,??????,10??,???,????
??,????,??,??????,122131,???,???,??,2022-09-10,07,??????,??????,10??,???,????
??,????,??,??????,122131,???,???,??,2022-09-23,06,??????,??????,10??,???,????
??,????,??,??????,122131,???,???,??,2022-10-03,07,??????,??????,20??,???,????
??,????,??,??????,122131,???,???,??,2022-10-22,09,??????,??????,10??,???,????
??,????,??,??????,122131,???,???,??,2022-11-12,05,??????,??????,10??,???,????
??,????,??,??????,122131,???,???,??,2022-11-25,10,??????,??????,70???,???,????
??,????,??,??????,122131,???,???,??,??,??,???,??????,10??,???,????
??,????,??,??????,122131,???,???,??,??,??,??????,??????,10??,???,????
??,????,??,??????,122131,???,???,???,2022-03-17,11,??????,??????,10??,???,????
??,????,??,??????,122131,???,???,???,2022-03-25,23,???????????????????,??????,65-69?,???,????
??,????,??,??????,122131,???,???,???,2022-04-03,10,???,??????,10??,???,????
??,????,??,??????,122131,???,???,???,2022-12-01,16,???,???,10??,???,????
??,????,??,??????,122131,???,???,???,2022-12-20,15,???,???,10??,???,????
??,????,??,??????,122131,???,???,???,2022-08-08,17,???????????????????,??????,???????????,???????????,????
??,????,??,??????,122131,???,???,???,2022-12-09,14,???,??????,10??,???,????
??,????,??,??????,122131,???,???,??,2022-03-19,13,???,??????,20??,???,????
??,????,??,??????,122131,???,???,??,2022-07-08,21,???????????????????,???,50??,???,????
??,????,??,??????,122131,???,???,???,2022-01-25,15,???????????????????,???,20??,???,????
??,????,??,??????,122131,???,???,???,2022-08-17,16,??????,??????,10??,???,????
??,????,??,??????,122131,???,???,???,2022-09-14,11,???,???,70???,???,????
??,????,??,??????,122131,???,???,???,2022-11-23,13,???,??????,50??,???,????
??,????,??,?????,122394,???,?????,???,2022-09-29,07,?????,???,20??,???,????
??,????,??,?????,122131,???,???,??,2021-12-24,15,???????????????????,???,20??,???,????
??,????,??,?????,122131,???,???,??,2022-01-25,18,??????,??????,20??,???,????
??,????,??,?????,122131,???,???,??,2022-04-20,20,???????????????????,???,20??,???,????
??,????,??,?????,122131,???,???,??,2022-04-23,11,??????,??????,10??,???,????
??,????,??,?????,122131,???,???,??,2022-07-21,15,???????????????????,??????,10??,???,????
??,????,??,?????,122131,???,???,??,2022-09-05,08,??????,??????,10??,???,????
??,????,??,?????,122131,???,???,??,2022-10-07,07,??????,??????,10??,???,????
??,????,??,?????,122131,???,???,??,2022-10-07,10,??????,??????,20??,???,????
??,????,??,?????,122131,???,???,??,2022-10-10,08,???,???,20??,???,????
??,????,??,?????,122131,???,???,??,2022-10-28,18,??????,??????,20??,???,????
??,????,??,?????,122131,???,???,??,2022-11-01,06,??????,??????,20??,???,????
??,????,??,?????,122131,???,???,??,2022-12-04,10,???,???,20??,???,????
??,????,??,?????,122131,???,???,??,2022-03-18,10,???????????????????,??????,20??,???,????
??,????,??,?????,122131,???,???,???,2022-07-13,08,??????,??????,10??,???,????
??,????,??,??????,124214,???,???,??,2022-02-06,14,???????????????????,???,50??,???,????
??,????,??,??????,124214,???,???,??,2022-02-21,07,??????,??????,10??,???,????
??,????,??,??????,124214,???,???,??,2022-06-05,07,??????,??????,10??,???,????
??,????,??,??????,124214,???,???,??,??,??,???,??????,50??,???,????
??,????,??,?????,122106,???,???,??????,2022-05-22,11,???????????????????,??????,10??,???,????
??,????,??,?????,124231,???,???,??,2022-04-21,22,??????,??????,20??,???,????
??,????,??,?????,124231,???,???,??,2022-07-12,17,??????,??????,20??,???,????
??,????,??,?????,124231,???,???,??,2022-09-01,08,???,??????,10??,???,????
??,????,??,?????,124231,???,???,??,2022-11-01,07,???,??????,10??,???,????
??,????,??,?????,122106,???,???,???,2022-07-12,18,???????????????????,??????,40??,???,????
??,????,??,?????,122106,???,???,??,2022-06-09,10,?????,??????,30??,???,????
??,????,??,?????,122106,???,???,??,2022-02-01,18,???????????????????,??????,10??,???,????
??,????,??,?????,122106,???,???,??,2022-03-04,17,???,??????,20??,???,????
??,????,??,?????,122106,???,???,??,2022-12-08,12,???,??????,20??,???,????
??,????,??,?????,122106,???,???,??,2022-01-08,12,?????,??????,10??,???,????
??,????,??,?????,122106,???,???,??,2022-05-07,05,?????,??????,70???,???,????
??,????,??,?????,122106,???,???,??,2022-05-13,16,???????????????????,??????,10??,???,????
??,????,??,?????,122106,???,???,??,2022-08-21,18,???,??????,10??,???,????
??,????,??,?????,122106,???,???,??,2022-10-11,07,???,??????,10??,???,????
??,????,??,?????,122106,???,???,??????,2022-08-19,18,???????????????????,??????,30??,???,????
??,????,??,?????,122106,???,???,??,2022-01-10,18,???,??????,10??,???,????
??,????,??,?????,122106,???,???,??,2022-07-01,18,???,??????,10??,???,????
??,????,??,?????,122106,???,???,??,??,??,???,??????,10??,???,????
??,????,??,??????,124214,???,???,???,2022-05-08,22,?????,???,40??,???,????
??,????,??,??????,124214,???,???,???,2022-07-05,17,???,??????,50??,???,????
??,????,??,?????,122106,???,???,???,2022-04-06,08,??????????,??????,10??,???,????
??,????,??,?????,122106,???,???,??,2022-05-14,19,?????,??????,10??,???,????
??,????,??,?????,122106,???,???,??,2022-06-18,21,?????,??????,65-69?,???,????
??,????,??,?????,122106,???,???,??,2022-04-26,12,?????,???,10??,???,????
??,????,??,??????,122106,???,???,??,2022-12-18,21,?????,??????,10??,???,????
??,????,??,??????,122106,???,???,???????,2022-02-03,15,???????????????????,??????,10??,???,????
??,????,??,??????,122106,???,???,???????,2022-02-09,14,???,??????,10??,???,????
??,????,??,??????,122106,???,???,???????,2022-03-24,20,???,???,10??,???,????
??,????,??,??????,122106,???,???,???????,2022-04-21,07,??????,??????,10??,???,????
??,????,??,??????,122106,???,???,???????,2022-10-04,17,???,??????,20??,???,????
??,????,??,??????,122106,???,???,???????,2022-11-11,11,???,??????,60-64?,???,????
??,????,??,??????,122106,???,???,???????,2022-12-02,08,???,??????,20??,???,????
??,????,??,??????,122106,???,???,??,2022-06-26,10,???????????????????,???,20??,???,????
??,????,??,??????,122106,???,???,??,2022-07-28,20,???????????????????,??????,30??,???,????
??,????,??,??????,122106,???,???,??,2022-09-01,23,???????????????????,??????,50??,???,????
??,????,??,??????,122106,???,???,???,2022-03-12,21,???????????????????,??????,40??,???,????
??,????,??,??????,122106,???,???,??,2022-08-07,11,???,??????,10??,???,????
??,????,??,??????,122106,???,???,??,2022-09-05,14,???,??????,20??,???,????
??,????,??,??????,122106,???,???,??,2022-09-19,10,???,???,10??,???,????
??,????,??,??????,122106,???,???,??,2022-09-21,16,???,??????,10??,???,????
??,????,??,??????,122106,???,???,??,2022-10-01,06,?????,???,30??,???,????
??,????,??,??????,122106,???,???,??,2022-11-02,18,???,??????,40??,???,????
??,????,??,??????,122106,???,???,??,2022-11-11,21,???,??????,10??,???,????
??,????,??,??????,122106,???,???,??,2022-11-14,20,???,??????,65-69?,???,????
??,????,??,??????,122106,???,???,??,2022-11-19,16,???,??????,20??,???,????
??,????,??,??????,122106,???,???,??,2022-11-30,06,???,??????,30??,???,????
??,????,??,??????,122106,???,???,??,2022-12-11,09,???,??????,10??,???,????
??,????,??,??????,122106,???,???,???,2022-03-24,08,??????,??????,10??,???,????
??,????,??,??????,122106,???,???,???,2022-08-08,07,??????,??????,10??,???,????
??,????,??,??????,122106,???,???,???,2022-09-28,07,???,??????,40??,???,????
??,????,??,??????,122106,???,???,???,2022-10-14,22,??????,??????,20??,???,????
??,????,??,??????,122106,???,???,???,2022-12-19,07,??????,??????,10??,???,????
??,????,??,??????,122106,???,???,??,2022-04-28,08,???????????????????,??????,40??,???,????
??,????,??,??????,122106,???,???,??????,2022-07-04,15,?????,??????,70???,???,????
??,????,??,?????,124231,???,???,??,??,??,??????,??????,20??,???,????
??,????,???,??????,122386,???,????,??,2022-01-07,10,???,???,65-69?,???,????
??,????,???,??????,122386,???,????,??,2022-03-25,18,???????????????????,??????,40??,???,????
??,????,???,??????,122386,???,????,??,2022-09-11,19,???,???,10??,???,????
??,????,???,??????,122386,???,????,??,2022-12-20,10,???,??????,10??,???,????
??,????,???,???????,124435,???,???,??,2022-05-02,06,???,??????,10??,???,????
??,????,???,???????,124435,???,???,??,2022-07-07,06,???,??????,20??,???,????
??,????,???,???????,124435,???,???,??,2022-07-29,11,???,??????,10??,???,????
??,????,???,???????,124435,???,???,???,2022-06-08,15,???,???,60-64?,???,????
??,????,???,?????,122386,???,????,??,??,??,???,??????,10??,???,????
??,????,???,?????,122386,???,????,??,2022-10-27,07,???,??????,10??,???,????
??,????,???,?????,122386,???,????,??,2022-07-24,17,???,??????,30??,???,????
??,????,???,?????,122386,???,????,????,2022-06-17,08,???,??????,10??,???,????
??,????,???,,122386,???,????,,??,??,???,???,30??,???,????
??,????,??,??????,122181,???,???,??,2022-06-10,08,???,???,60-64?,???,????
??,????,??,????????,122190,???,???,???????,2022-03-01,12,???,??????,70???,???,????
??,????,??,????????,122190,???,???,????????,2022-07-15,07,???,??????,10??,???,????
??,????,??,????????,122190,???,???,????????,2022-09-21,18,???????????????????,??????,10??,???,????
??,????,??,????????,122190,???,???,????????,2022-11-26,16,???,??????,10??,???,????
??,????,??,????????,122190,???,???,????????,2022-04-22,16,???,??????,10??,???,????
??,????,??,????????,122190,???,???,????????,2022-06-08,17,???,??????,10??,???,????
??,????,??,????????,122190,???,???,????????,2022-01-07,17,???????????????????,??????,20??,???,????
??,????,??,????????,122190,???,???,????????,2022-08-05,21,?????,???,10??,???,????
??,????,??,????????,122190,???,???,????????,2022-05-25,16,?????,???,20??,???,????
??,????,??,????????,122190,???,???,????????,2022-06-24,17,???????????????????,??????,10??,???,????
??,????,??,????????,122190,???,???,????????,2022-08-22,19,?????,???,10??,???,????
??,????,??,????????,122190,???,???,????????,2022-09-04,09,?????,???,10??,???,????
??,????,??,????????,122190,???,???,????????,2022-03-26,22,?????,??????,10??,???,????
??,????,??,????????,122190,???,???,????????,2022-04-03,15,?????,???,10??,???,????
??,????,??,????????,122190,???,???,????????,2022-08-08,21,?????,???,10??,???,????
??,????,??,????????,122190,???,???,????????,2022-07-16,23,?????,???,50??,???,????
??,????,??,????????,122190,???,???,????????,2022-04-25,13,?????,???,40??,???,????
??,????,??,????????,122190,???,???,????????,2022-07-30,19,?????,???,30??,???,????
??,????,??,????????,122190,???,???,????????,2022-08-24,11,?????,???,10??,???,????
??,????,??,????????,122190,???,???,????????,2022-11-07,16,?????,???,10??,???,????
??,????,??,????????,122190,???,???,????????,2022-03-06,14,?????,??????,10??,???,????
??,????,??,????????,122190,???,???,????????,2022-08-03,20,?????,???,10??,???,????
??,????,??,????????,122190,???,???,????????,2022-03-16,18,??????????,??????,10??,???,????
??,????,??,?????,122190,???,???,?????,2022-09-18,07,???,??????,40??,???,????
??,????,??,?????,122190,???,???,??????,2022-09-28,16,???,??????,30??,???,????
??,????,??,?????,122190,???,???,??????,2022-10-27,07,???,??????,30??,???,????
??,????,??,?????,122190,???,???,??????,2022-12-19,17,???,??????,10??,???,????
??,????,??,?????,122190,???,???,??????,2022-12-25,12,???,???,10??,???,????
??,????,??,?????,122190,???,???,?????,2022-05-15,15,???????????????????,??????,10??,???,????
??,????,??,?????,122190,???,???,?????,2022-11-24,16,?????,???,10??,???,????
??,????,??,?????,122190,???,???,??,2022-07-23,13,???????????????????,??????,40??,???,????
??,????,??,?????,122190,???,???,??,2022-02-15,17,???,??????,???????????,???????????,????
??,????,??,?????,122190,???,???,??,2022-04-29,18,?????,??????,10??,???,????
??,????,??,?????,122190,???,???,??????,2022-02-12,17,???????????????????,??????,10??,???,????
??,????,??,?????,122190,???,???,??????,2022-03-20,15,???????????????????,??????,40??,???,????
??,????,??,?????,122190,???,???,??????,2022-05-02,00,???????????????????,???,20??,???,????
??,????,??,?????,122190,???,???,??????,2022-05-02,18,???????????????????,??????,10??,???,????
??,????,??,?????,122190,???,???,??????,2022-11-28,11,???????????????????,??????,70???,???,????
??,????,??,?????,122190,???,???,??????,2022-09-22,17,???????????????????,??????,30??,???,????
??,????,??,?????,122190,???,???,??????,2022-10-27,17,???????????????????,??????,10??,???,????
??,????,??,??????,122190,???,???,??,2022-01-16,10,???,??????,10??,???,????
??,????,??,??????,122190,???,???,??,2022-02-03,13,???,??????,10??,???,????
??,????,??,??????,122190,???,???,??,2022-04-08,17,??????????,??????,20??,???,????
??,????,??,??????,122190,???,???,??,2022-04-19,14,?????,???,65-69?,???,????
??,????,??,??????,122190,???,???,??,2022-06-17,15,???,??????,20??,???,????
??,????,??,??????,122190,???,???,??,2022-11-12,10,???,??????,10??,???,????
??,????,??,??????,122190,???,???,??,2022-12-24,19,???????????????????,??????,20??,???,????
??,????,??,??????,122190,???,???,??????,2022-09-02,17,??????????,??????,10??,???,????
??,????,??,??????,122190,???,???,??????,2022-10-14,18,???????????????????,??????,10??,???,????
??,????,??,??????,122190,???,???,??????,2022-11-07,19,???????????????????,??????,20??,???,????
??,????,??,??????,122190,???,???,??????,2022-11-29,21,???????????????????,??????,20??,???,????
??,????,??,??????,122190,???,???,??????,??,??,???????????????????,???,40??,???,????
??,????,??,??????,122190,???,???,??????,2022-01-05,22,???????????????????,??????,20??,???,????
??,????,??,??????,122190,???,???,??????,2022-07-28,21,???????????????????,??????,20??,???,????
??,????,??,??????,122190,???,???,??????,2022-10-30,09,??????????,???,65-69?,???,????
??,????,??,??????,122190,???,???,??????,2022-12-16,17,???,??????,10??,???,????
??,????,??,??????,122190,???,???,??,2022-07-30,15,???,??????,50??,???,????
??,????,??,??????,122190,???,???,????????,2022-11-14,17,???????????????????,??????,20??,???,????
??,????,??,??????,122190,???,???,????????,2022-04-27,21,???????????????????,??????,20??,???,????
??,????,??,??????,122190,???,???,????????,2022-08-06,10,???????????????????,???,20??,???,????
??,????,??,??????,122190,???,???,????????,2022-08-11,10,??????????,??????,50??,???,????
??,????,??,??????,122190,???,???,????????,2022-08-27,18,???,??????,20??,???,????
??,????,??,??????,122190,???,???,????????,2022-10-02,14,??????,??????,20??,???,????
??,????,??,??????,122190,???,???,????????,2022-11-07,21,???,??????,30??,???,????
??,????,??,??????,122190,???,???,????????,2021-05-11,13,???,??????,50??,???,????
??,????,??,??????,122190,???,???,????????,2022-04-02,10,??????,??????,30??,???,????
??,????,??,??????,122190,???,???,????????,2022-04-10,06,??????,??????,20??,???,????
??,????,??,??????,122190,???,???,????????,2022-05-06,14,???,??????,20??,???,????
??,????,??,??????,122190,???,???,????????,2022-11-14,07,??????,??????,20??,???,????
??,????,??,??????,122190,???,???,????????,2022-12-04,14,??????,??????,10??,???,????
